complex i-RMSD l-RMSD HS Eair Evdw Eelec Edesolv BSA stage pdb rank difficulty
1 4.632 18.963 -1.591396 467.674 -12.0726 -4.85453 8.49369 978.657 it0 4m48 554 Hard
2 9.707 35.588 9.81873 1496.05 44.732 -9.75871 14.0318 986.218 it0 4m48 4194 Hard
3 9.737 35.951 8.946331 1029.47 31.6421 -9.60105 17.8847 994.844 it0 4m48 3780 Hard
4 5.378 17.463 5.988519 968.646 52.7979 -3.82942 6.35691 675.341 it0 4m48 2492 Hard
5 6.445 32.676 7.598463 900.949 24.7883 -7.49057 14.5405 870.884 it0 4m48 3171 Hard
6 6.308 26.071 16.443605 1759.62 89.9395 -7.89686 12.2808 643.593 it0 4m48 7828 Hard
7 10.791 37.702 15.729091 1356.88 53.1541 1.21185 12.2074 1179.05 it0 4m48 7490 Hard
8 11.839 38.644 23.858838 2190.42 20.7618 0.73319 7.2063 619.247 it0 4m48 9548 Hard
9 10.857 37.637 14.046984 1162.15 34.8414 1.13787 12.3536 1141.44 it0 4m48 6570 Hard
10 13.307 41.743 17.078766 2037.12 49.0316 -8.84011 12.251 719.364 it0 4m48 8082 Hard
11 8.644 45.133 8.934529 1360.7 95.4589 -1.36693 5.75317 1001.33 it0 4m48 3777 Hard
12 3.512 12.001 13.996015 764.304 12.8735 -5.66385 20.3444 845.631 it0 4m48 6540 Hard
13 4.677 20.044 6.8063353 682.473 -2.12147 -4.76784 14.3081 953.744 it0 4m48 2853 Hard
14 13.313 49.840 23.42685 1485.05 70.499 -5.52077 21.0895 769.737 it0 4m48 9509 Hard
15 13.294 51.877 22.741959 1265.65 37.9009 -4.43748 22.4946 835.067 it0 4m48 9444 Hard
16 5.370 38.803 20.441661 1181.47 32.2961 -6.7877 26.9022 1181.05 it0 4m48 9077 Hard
17 13.320 41.420 15.815514 1926.65 50.9154 -9.628 12.6858 701.794 it0 4m48 7537 Hard
18 13.290 41.691 7.848195 1305.82 43.3665 -7.96144 9.68578 736.801 it0 4m48 3287 Hard
19 3.418 16.645 -8.666188 482.18 -10.1238 -1.69895 -3.3809 830.69 it0 4m48 198 Hard
20 12.887 35.189 8.913706 1475.43 17.1636 2.12352 1.153 928.875 it0 4m48 3763 Hard
21 11.582 37.293 12.950531 1195.33 25.1911 3.10864 9.03328 1139.66 it0 4m48 5944 Hard
22 11.603 39.329 22.89495 1007.81 20.473 7.73371 14.5476 966.919 it0 4m48 9460 Hard
23 8.282 24.855 0.66362 743.572 32.4461 0.556639 2.5751 1022.83 it0 4m48 808 Hard
24 6.085 30.872 1.243615 564.231 10.7435 -1.3956 5.185 829.553 it0 4m48 901 Hard
25 6.751 40.430 9.2060719 824.978 -2.80181 -9.75379 22.5848 1184.67 it0 4m48 3882 Hard
26 4.610 19.576 1.384332 267.917 -16.8658 -4.20902 12.5372 945.436 it0 4m48 931 Hard
27 13.329 41.373 4.229223 854.973 26.4393 -9.59268 11.9787 697.092 it0 4m48 1784 Hard
28 12.256 36.221 8.895836 965.802 37.1906 -7.92716 15.8104 901.733 it0 4m48 3751 Hard
29 2.631 8.878 14.127457 776.533 30.9277 -4.34874 20.1288 972.721 it0 4m48 6621 Hard
30 12.156 41.773 12.694164 1248.17 13.3504 1.12836 11.4849 1253.43 it0 4m48 5786 Hard
31 6.908 41.371 10.649342 740.143 -10.3398 -9.50209 25.0246 1217.12 it0 4m48 4643 Hard
32 13.292 36.649 8.038159 1624.47 20.2107 2.32471 -0.558558 1017.48 it0 4m48 3380 Hard
33 2.641 8.065 13.637275 575.112 26.4665 -3.94316 20.9619 939.725 it0 4m48 6345 Hard
34 3.373 28.177 1.175735 642.209 59.4785 -20.7372 24.683 978.694 it0 4m48 888 Hard
35 3.321 26.738 7.573488 974.046 38.4708 -20.1393 26.8883 930.068 it0 4m48 3163 Hard
36 11.435 51.284 6.910841 1598.8 43.1841 -8.5619 8.95231 989.941 it0 4m48 2897 Hard
37 4.650 22.373 13.71844 720.772 12.772 1.82903 14.2719 971.793 it0 4m48 6386 Hard
38 4.638 19.245 3.907082 998.241 11.0002 -5.4086 8.90536 968.209 it0 4m48 1652 Hard
39 8.620 33.790 11.549053 918.182 33.3763 3.59987 10.3184 1188.48 it0 4m48 5128 Hard
40 13.319 41.438 14.622406 1932.81 56.9896 -9.91485 12.0768 743.754 it0 4m48 6921 Hard
41 13.306 41.480 18.282413 2108.48 62.6893 -9.67638 13.8026 755.55 it0 4m48 8549 Hard
42 6.933 41.348 16.0592428 1303.88 -2.57072 -8.23245 23.7996 1252.1 it0 4m48 7655 Hard
43 6.744 40.188 13.5283279 1220.66 8.76279 -10.256 23.6324 1214.23 it0 4m48 6270 Hard
44 4.503 18.858 11.396391 1002.08 58.7011 1.48569 9.50969 1020.68 it0 4m48 5045 Hard
45 8.546 43.487 10.19059186 1303.47 74.7131 -4.530914E-02 6.32537 987.13 it0 4m48 4397 Hard
46 13.243 52.359 19.866162 1433.58 43.8462 -4.78599 19.7032 982.531 it0 4m48 8960 Hard
47 8.616 44.870 5.576975 993.564 72.4331 -0.826506 5.70816 996.465 it0 4m48 2318 Hard
48 2.706 7.861 18.636187 820.879 65.9957 -1.41126 21.6248 1044.61 it0 4m48 8642 Hard
49 6.384 30.898 12.384227 1237.25 52.1947 -6.32445 14.4237 860.947 it0 4m48 5604 Hard
50 11.306 37.891 30.921875 2492.55 42.1075 4.72899 6.71101 586.47 it0 4m48 9938 Hard
51 7.004 41.654 17.8050992 1245.28 4.66692 -7.72807 26.3518 1331.81 it0 4m48 8377 Hard
52 10.792 37.803 13.392287 1490.28 65.267 0.871007 8.92431 1195.85 it0 4m48 6178 Hard
53 5.324 22.060 7.722597 821.154 14.5927 1.39015 7.61703 964.205 it0 4m48 3228 Hard
54 8.081 30.171 8.6588984 523.721 9.07104 0.731448 11.8118 921.227 it0 4m48 3658 Hard
55 5.513 40.163 11.872601 734.854 10.7931 -7.49237 24.5755 1266.7 it0 4m48 5310 Hard
56 3.379 16.898 -6.656826 821.855 12.6254 -2.70654 -3.95044 834.465 it0 4m48 268 Hard
57 13.324 41.514 7.470556 1217.57 44.5996 -9.86295 11.8076 709.579 it0 4m48 3116 Hard
58 13.118 39.807 1.850262 1659.01 16.7362 -1.08955 -2.92505 1089.26 it0 4m48 1027 Hard
59 4.645 18.936 7.817743 1012.11 14.6653 -5.58505 12.7234 958.836 it0 4m48 3268 Hard
60 10.805 37.681 10.190894 866.718 36.2684 1.36413 11.1299 1133.3 it0 4m48 4398 Hard
61 6.912 41.291 11.8405316 804.054 -4.06784 -8.32943 24.6594 1248.93 it0 4m48 5296 Hard
62 10.820 37.418 9.768142 1247.15 49.898 0.991322 7.51544 1170.91 it0 4m48 4165 Hard
63 10.815 37.639 10.443649 1041.8 43.0309 1.04127 9.70927 1115.52 it0 4m48 4518 Hard
64 9.465 37.903 10.771659 740.958 14.0309 5.53627 9.3554 1166.99 it0 4m48 4689 Hard
65 4.662 17.700 4.4404017 629.26 -7.28683 -4.9318 12.2875 913.503 it0 4m48 1856 Hard
66 7.738 37.470 22.230328 695.249 27.6728 1.60926 21.3834 799.155 it0 4m48 9369 Hard
67 8.706 45.952 1.589621 683.445 51.6651 -1.32396 5.58218 1001.97 it0 4m48 966 Hard
68 11.309 30.543 -1.8640679 775.346 9.08321 -6.25417 6.57601 1003.02 it0 4m48 528 Hard
69 3.542 12.463 17.655891 738.593 17.3031 -5.52576 23.8368 821.411 it0 4m48 8319 Hard
70 8.332 38.035 24.21085 1097.23 28.033 1.98721 19.1184 814.739 it0 4m48 9580 Hard
71 12.191 42.239 9.066841 1042.22 12.6931 1.15081 10.0874 1272.05 it0 4m48 3829 Hard
72 6.781 19.373 17.415812 890.804 18.5062 -3.39694 20.792 907.235 it0 4m48 8242 Hard
73 6.918 41.443 20.669006 1559.24 23.8376 -8.16837 25.9155 1290.89 it0 4m48 9121 Hard
74 10.811 37.639 15.620971 1654.9 65.518 0.803341 9.17025 1155.68 it0 4m48 7443 Hard
75 7.339 24.938 13.855987 749.192 35.5927 -1.99238 17.4992 949.868 it0 4m48 6460 Hard
76 5.326 38.557 16.513624 823.17 16.1854 -6.50873 25.862 1123.32 it0 4m48 7853 Hard
77 9.881 36.044 6.4071 960.342 13.893 -9.98064 16.1945 954.911 it0 4m48 2681 Hard
78 4.538 18.974 5.25420415 718.964 -0.201585 -5.64714 13.2314 951.768 it0 4m48 2172 Hard
79 6.991 41.707 16.5916106 1310.62 3.06906 -8.12728 24.3296 1274.76 it0 4m48 7888 Hard
80 10.810 38.050 15.007451 1196.09 62.7011 1.04564 12.9737 1159.98 it0 4m48 7149 Hard
81 7.011 41.980 10.4837094 784.93 -6.37406 -8.26275 23.9842 1302.33 it0 4m48 4539 Hard
